orderbook_timestamp,book,bid,ask,spread
2024-07-17 00:30:28+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:29+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:30+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:31+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:32+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:33+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:34+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:35+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:36+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:37+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:38+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:39+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:40+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:41+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:42+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:43+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:44+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:45+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:46+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:47+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:48+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:49+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:50+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:51+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:52+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:53+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:54+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:55+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:56+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:57+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:58+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:30:59+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:00+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:01+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:02+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:03+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:04+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:05+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:06+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:07+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:08+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:09+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:10+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:11+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:12+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:13+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:14+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:15+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:16+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:17+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:31:18+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:20+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:21+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:22+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:23+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:24+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:25+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:26+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:27+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:28+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:29+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:30+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:31+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:32+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:33+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:34+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:35+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:36+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:37+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:38+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:39+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:40+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:41+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:42+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:43+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:44+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:45+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:46+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:47+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:48+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:49+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:50+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:51+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:52+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:53+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:54+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:55+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:56+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:57+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:58+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:31:59+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:00+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:01+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:02+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:03+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:04+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:05+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:06+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:07+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:08+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:09+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:10+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:11+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:12+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:13+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:14+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:15+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:16+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:17+00:00,usd_mxn,17.62,17.65,0.17
2024-07-17 00:32:18+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:19+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:20+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:21+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:22+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:23+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:24+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:25+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:27+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:28+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:29+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:30+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:31+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:32+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:33+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:34+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:35+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:36+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:37+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:38+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:39+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:40+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:41+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:42+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:43+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:44+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:45+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:46+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:47+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:48+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:49+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:50+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:51+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:52+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:53+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:54+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:55+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:56+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:57+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:58+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:32:59+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:00+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:01+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:02+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:03+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:04+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:05+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:06+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:07+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:08+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:09+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:10+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:11+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:12+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:13+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:14+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:15+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:16+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:17+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:18+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:19+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:20+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:21+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:22+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:23+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:24+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:25+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:26+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:27+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:28+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:29+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:30+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:31+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:32+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:33+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:35+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:36+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:37+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:38+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:39+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:40+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:41+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:42+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:43+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:44+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:45+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:46+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:47+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:48+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:49+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:50+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:51+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:52+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:53+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:54+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:55+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:56+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:57+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:58+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:33:59+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:34:00+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:34:01+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:34:02+00:00,usd_mxn,17.63,17.65,0.113
2024-07-17 00:34:03+00:00,usd_mxn,17.63,17.65,0.113
